Date,SECB,PGOLD,AP,MWC,GLO
"04/25/2022","105.60","35.800","33.40","19.200","2438.00"
"04/22/2022","106.50","36.100","34.00","19.200","2430.00"
"04/21/2022","107.80","36.500","35.00","19.660","2514.00"
"04/20/2022","108.00","37.600","35.00","19.500","2536.00"
"04/19/2022","106.90","37.700","35.00","19.200","2472.00"
"04/18/2022","106.20","36.300","35.40","19.580","2424.00"
"04/13/2022","106.90","36.900","35.50","19.500","2448.00"
"04/12/2022","106.20","36.600","35.05","19.520","2420.00"
"04/11/2022","106.00","36.250","35.75","19.900","2470.00"
"04/08/2022","106.80","37.000","36.00","19.700","2480.00"
"04/07/2022","106.50","37.050","35.50","19.320","2354.00"
"04/06/2022","110.00","37.600","36.70","20.050","2432.00"
"04/05/2022","109.80","37.750","37.00","20.800","2420.00"
"04/04/2022","109.00","37.200","36.00","20.700","2498.00"
"04/01/2022","108.90","35.700","35.95","20.800","2520.00"
"03/31/2022","109.00","35.750","36.00","20.150","2540.00"
"03/30/2022","111.00","35.850","35.70","20.200","2580.00"
"03/29/2022","112.00","35.500","34.95","20.000","2580.00"
"03/28/2022","111.40","34.700","35.50","20.000","2622.00"
"03/25/2022","109.00","32.950","35.55","20.050","2638.00"
"03/24/2022","109.90","32.550","35.45","20.550","2560.00"
"03/23/2022","109.20","32.500","35.40","20.050","2408.00"
"03/22/2022","110.00","32.200","34.65","19.680","2388.00"
"03/21/2022","109.90","32.200","34.50","19.540","2344.00"
"03/18/2022","107.00","32.200","34.90","20.050","2254.00"
"03/17/2022","110.00","33.300","34.15","19.600","2342.00"
"03/16/2022","110.00","33.000","34.30","18.960","2280.00"
"03/15/2022","104.10","31.800","33.00","18.300","2240.00"
"03/14/2022","105.70","32.050","34.60","18.500","2350.00"
"03/11/2022","111.00","33.000","34.90","19.400","2518.00"
"03/10/2022","108.90","33.650","35.00","19.700","2572.00"
"03/09/2022","107.00","33.600","34.50","19.300","2490.00"
"03/08/2022","106.90","33.800","33.50","18.980","2460.00"
"03/07/2022","110.90","34.900","34.10","19.980","2540.00"
"03/04/2022","113.00","35.000","34.25","20.750","2570.00"
"03/03/2022","113.80","35.150","34.55","21.550","2560.00"
"03/02/2022","114.50","36.400","35.65","21.500","2576.00"
"03/01/2022","116.00","36.300","35.45","20.100","2586.00"
"02/28/2022","116.70","35.150","36.00","20.000","2568.00"
"02/24/2022","112.60","35.500","34.40","20.850","2698.00"
"02/23/2022","117.20","35.200","36.00","21.450","2702.00"
"02/22/2022","118.00","36.050","36.50","21.450","2660.00"
"02/21/2022","117.40","36.650","36.50","22.450","2700.00"
"02/18/2022","117.50","35.950","36.50","22.400","2700.00"
"02/17/2022","117.50","36.400","36.70","22.700","2788.00"
"02/16/2022","116.00","36.150","35.90","22.250","2790.00"
"02/15/2022","113.90","35.500","35.50","21.550","2720.00"
"02/14/2022","112.70","35.300","34.90","22.200","2784.00"
"02/11/2022","111.70","35.500","34.05","22.400","2690.00"
"02/10/2022","117.00","36.300","35.25","22.500","2818.00"
"02/09/2022","118.00","36.800","36.10","24.000","3032.00"
"02/08/2022","118.60","36.600","36.25","24.750","3054.00"
"02/07/2022","117.80","35.900","35.70","24.500","3112.00"
"02/04/2022","114.70","36.950","36.00","24.550","3180.00"
"02/03/2022","111.40","36.750","34.20","25.400","3112.00"
"02/02/2022","110.00","36.750","34.20","25.500","3170.00"
"01/31/2022","107.20","37.100","35.30","25.000","3110.00"
"01/28/2022","105.30","36.500","33.80","24.600","3240.00"
"01/27/2022","105.10","36.650","32.60","24.500","3260.00"
"01/26/2022","105.00","36.600","32.75","24.500","3220.00"
"01/25/2022","107.60","37.000","32.50","24.850","3234.00"
"01/24/2022","110.00","37.400","32.35","24.950","3260.00"
"01/21/2022","111.00","37.450","33.25","25.000","3318.00"
"01/20/2022","111.00","37.450","33.80","25.200","3360.00"
"01/19/2022","107.00","36.750","33.55","25.500","3360.00"
"01/18/2022","112.00","37.500","31.80","26.000","3354.00"
"01/17/2022","111.00","37.500","30.90","25.900","3280.00"
"01/14/2022","112.00","37.300","30.90","25.600","3296.00"
"01/13/2022","113.50","37.150","31.00","25.050","3330.00"
"01/12/2022","112.00","36.500","31.10","25.350","3396.00"
"01/11/2022","112.50","36.000","30.05","24.950","3300.00"
"01/10/2022","111.00","36.550","30.35","24.750","3240.00"
"01/07/2022","104.10","36.600","29.30","23.800","3270.00"
"01/06/2022","109.00","38.350","29.75","24.100","3260.00"
"01/05/2022","113.00","38.750","30.50","24.150","3310.00"
"01/03/2022","115.20","39.350","30.70","24.000","3278.00"
"12/31/2021","119.00","39.300","29.70","24.750","3322.00"
"12/29/2021","119.50","39.050","30.60","24.800","3420.00"
"12/28/2021","119.50","39.800","30.25","25.500","3380.00"
"12/27/2021","118.00","37.950","30.50","24.750","3412.00"
"12/24/2021","117.20","38.500","30.90","25.000","3360.00"
"12/23/2021","117.00","37.500","30.85","24.500","3364.00"
"12/22/2021","117.00","38.050","31.10","24.500","3360.00"
"12/21/2021","115.80","38.600","30.70","24.500","3416.00"
"12/20/2021","114.20","37.850","30.65","24.950","3508.00"
"12/17/2021","116.10","36.550","31.80","25.100","3526.00"
"12/16/2021","116.00","37.400","31.70","26.000","3600.00"
"12/15/2021","116.20","36.350","30.40","24.900","3306.00"
"12/14/2021","116.10","37.550","30.55","26.050","3418.00"
"12/13/2021","118.50","38.200","30.20","26.350","3400.00"
"12/10/2021","117.50","38.550","30.50","25.200","3366.00"
"12/09/2021","118.50","38.400","30.75","25.500","3422.00"
"12/07/2021","117.70","40.000","29.30","24.950","3390.00"
"12/06/2021","119.00","40.300","30.15","25.150","3242.00"
"12/03/2021","117.00","39.700","30.00","24.100","3280.00"
"12/02/2021","114.00","39.100","29.70","23.500","3180.00"
"12/01/2021","114.50","40.000","29.30","23.800","3136.00"
"11/29/2021","115.00","41.050","29.95","24.000","3282.00"
"11/26/2021","116.50","40.100","30.55","25.350","3400.00"
"11/25/2021","118.90","40.550","30.65","25.400","3500.00"
"11/24/2021","120.00","41.400","30.70","25.300","3600.00"
"11/23/2021","122.70","41.450","30.75","25.750","3600.00"
"11/22/2021","122.00","40.400","30.10","24.200","3620.00"
"11/19/2021","120.50","41.450","30.60","23.850","3630.00"
"11/18/2021","122.50","41.900","31.60","23.800","3440.00"
"11/17/2021","122.50","42.100","31.70","23.700","3468.00"
"11/16/2021","122.00","41.900","31.40","24.050","3460.00"
"11/15/2021","122.80","42.600","31.05","25.000","3380.00"
"11/12/2021","122.00","42.550","31.55","24.500","3430.00"
"11/11/2021","121.50","43.000","32.30","24.500","3470.00"
"11/10/2021","124.00","42.800","32.70","25.050","3500.00"
"11/09/2021","125.20","42.800","32.65","23.900","3422.00"
"11/08/2021","126.50","42.750","32.70","24.050","3300.00"
"11/05/2021","123.00","44.000","33.30","25.000","3194.00"
"11/04/2021","121.80","43.000","33.95","25.150","3160.00"
"11/03/2021","121.90","43.100","34.00","26.000","3154.00"
"11/02/2021","121.00","42.500","32.45","25.800","3134.00"
"10/29/2021","120.90","42.250","32.15","26.500","2996.00"
"10/28/2021","122.40","41.550","32.10","25.500","2972.00"
"10/27/2021","123.40","40.500","32.20","26.200","3022.00"
"10/26/2021","124.00","40.000","32.00","25.700","3148.00"
"10/25/2021","124.40","40.600","31.60","25.700","3020.00"
"10/22/2021","122.00","40.900","32.20","25.950","3038.00"
"10/21/2021","118.60","40.600","32.15","25.950","3000.00"
"10/20/2021","121.00","41.700","31.80","26.000","3050.00"
"10/19/2021","124.90","41.050","31.25","24.600","3108.00"
"10/18/2021","125.80","42.350","31.30","24.900","3210.00"
"10/15/2021","120.10","42.800","31.70","26.100","3220.00"
"10/14/2021","122.20","42.900","30.85","27.000","3350.00"
"10/13/2021","117.90","42.100","30.00","26.600","3198.00"
"10/12/2021","115.60","42.450","30.70","25.600","3150.00"
"10/11/2021","118.80","42.400","31.00","25.000","3080.00"
"10/08/2021","110.00","41.950","29.55","23.800","3088.00"
"10/07/2021","108.10","41.850","29.60","23.000","3240.00"
"10/06/2021","108.40","42.450","30.65","22.600","3410.00"
"10/05/2021","107.10","43.150","29.30","20.500","3114.00"
"10/04/2021","106.50","43.700","30.55","19.800","3000.00"
"10/01/2021","107.00","44.500","31.65","18.480","3050.00"
"09/30/2021","106.00","44.500","31.00","18.600","2984.00"
"09/29/2021","105.40","44.000","29.80","18.580","2946.00"
"09/28/2021","106.00","44.000","30.90","18.480","2922.00"
"09/27/2021","104.20","43.300","34.20","18.240","2950.00"
"09/24/2021","107.50","42.950","32.65","18.400","3000.00"
"09/23/2021","107.10","41.400","32.05","18.000","2990.00"
"09/22/2021","107.60","42.500","32.30","17.760","3098.00"
"09/21/2021","107.80","41.500","32.10","17.440","2900.00"
"09/20/2021","108.00","41.000","33.45","17.460","2972.00"
"09/17/2021","108.30","41.950","32.65","17.580","3000.00"
"09/16/2021","111.00","43.000","31.60","17.700","3200.00"
"09/15/2021","112.50","42.000","30.30","17.780","3040.00"
"09/14/2021","113.00","42.350","28.80","17.860","3174.00"
"09/13/2021","113.40","42.800","28.85","18.000","3090.00"
"09/10/2021","113.00","43.700","29.10","17.880","2862.00"
"09/09/2021","113.00","42.900","29.05","17.960","2790.00"
"09/08/2021","112.00","42.850","28.95","18.000","2790.00"
"09/07/2021","112.50","42.500","28.65","17.980","2790.00"
"09/06/2021","112.60","42.800","28.80","18.040","2700.00"
"09/03/2021","112.50","43.200","29.10","18.000","2702.00"
"09/02/2021","112.00","42.950","29.30","18.100","2752.00"
"09/01/2021","112.20","41.650","28.40","18.200","2760.00"
"08/31/2021","113.20","41.750","28.00","18.140","2720.00"
"08/27/2021","112.90","40.000","26.20","18.560","2848.00"
"08/26/2021","113.00","40.000","26.50","18.700","2948.00"
"08/25/2021","113.00","40.200","26.10","18.460","2600.00"
"08/24/2021","113.20","40.000","25.25","18.100","2280.00"
"08/23/2021","113.20","39.750","25.20","18.000","2172.00"
"08/20/2021","113.90","40.000","25.00","18.000","2156.00"
"08/19/2021","113.00","39.950","25.20","18.000","2102.00"
"08/18/2021","113.50","39.000","24.95","17.960","2134.00"
"08/17/2021","113.50","39.000","24.40","17.940","2082.00"
"08/16/2021","113.40","39.000","24.00","18.120","2010.00"
"08/13/2021","117.00","37.900","24.20","18.000","1960.00"
"08/12/2021","112.50","38.400","23.60","17.860","2016.00"
"08/11/2021","113.60","38.200","23.70","18.040","2000.00"
"08/10/2021","113.00","39.000","23.80","18.100","1990.00"
"08/09/2021","112.50","39.700","23.20","18.240","1980.00"
"08/06/2021","114.00","40.400","23.15","17.900","1985.00"
"08/05/2021","112.20","40.000","23.00","17.200","1936.00"
"08/04/2021","113.00","39.950","23.40","17.000","1880.00"
"08/03/2021","112.00","39.350","23.00","16.400","1875.00"
"08/02/2021","110.00","39.800","23.00","16.200","1900.00"
"07/30/2021","110.00","40.300","23.20","16.200","1860.00"
"07/29/2021","110.00","40.200","24.00","16.820","1907.00"
"07/28/2021","109.80","40.250","23.80","16.680","1880.00"
"07/27/2021","110.50","40.600","24.00","16.500","1881.00"
"07/26/2021","110.20","39.550","23.60","16.680","1906.00"
"07/23/2021","111.60","39.500","24.00","17.060","1930.00"
"07/22/2021","113.40","40.000","23.75","17.200","1914.00"
"07/21/2021","108.00","39.500","23.50","17.160","1897.00"
"07/19/2021","112.00","38.800","24.00","17.600","1930.00"
"07/16/2021","114.00","38.950","24.00","17.600","1941.00"
"07/15/2021","116.90","39.200","24.45","18.000","1933.00"
"07/14/2021","117.60","39.900","24.70","18.000","1974.00"
"07/13/2021","118.00","39.500","24.90","18.180","1979.00"
"07/12/2021","118.10","40.700","25.00","18.220","1983.00"
"07/09/2021","116.20","39.950","25.00","18.100","1965.00"
"07/08/2021","119.00","40.600","25.10","18.180","1970.00"
"07/07/2021","119.20","40.900","24.80","18.220","1932.00"
"07/06/2021","121.90","41.700","25.00","18.380","1964.00"
"07/05/2021","124.00","41.900","25.25","18.700","1920.00"
"07/02/2021","122.30","41.500","24.80","18.680","1885.00"
"07/01/2021","118.90","40.600","25.00","18.480","1870.00"
"06/30/2021","118.00","40.500","24.45","18.300","1840.00"
"06/29/2021","118.10","40.500","24.55","18.600","1830.00"
"06/28/2021","117.90","40.500","24.45","18.420","1840.00"
"06/25/2021","117.50","40.700","24.35","18.000","1853.00"
"06/24/2021","118.80","40.600","24.65","18.180","1830.00"
"06/23/2021","119.70","40.700","24.65","17.620","1840.00"
"06/22/2021","120.50","40.300","24.90","17.060","1819.00"
"06/21/2021","120.00","40.000","24.25","16.740","1819.00"
"06/18/2021","122.50","40.900","23.95","16.920","1815.00"
"06/17/2021","122.70","40.750","23.95","17.000","1840.00"
"06/16/2021","123.70","40.700","24.30","17.120","1878.00"
"06/15/2021","122.80","39.750","24.60","16.700","1890.00"
"06/14/2021","122.80","39.350","24.00","16.040","1895.00"
"06/11/2021","122.00","39.100","23.40","15.100","1841.00"
"06/10/2021","122.90","39.000","23.35","14.980","1820.00"
"06/09/2021","124.10","37.600","23.15","15.000","1820.00"
"06/08/2021","124.50","37.600","23.15","14.840","1809.00"
"06/07/2021","123.90","38.200","23.15","15.000","1840.00"
"06/04/2021","126.00","37.750","22.80","14.880","1840.00"
"06/03/2021","126.00","37.650","22.90","14.840","1811.00"
"06/02/2021","124.00","38.000","23.40","14.640","1835.00"
"06/01/2021","122.30","36.950","22.85","14.200","1827.00"
"05/31/2021","122.00","37.250","22.70","14.180","1806.00"
"05/28/2021","123.00","39.250","23.40","14.420","1811.00"
"05/27/2021","117.90","36.950","20.90","14.000","1850.00"
"05/26/2021","122.00","35.500","20.50","14.440","1835.00"
"05/25/2021","118.50","33.000","21.00","14.200","1800.00"
"05/24/2021","117.80","35.000","21.40","14.240","1796.00"
"05/21/2021","118.60","35.300","22.05","14.380","1820.00"
"05/20/2021","117.50","35.000","21.60","14.400","1850.00"
"05/19/2021","116.70","35.000","22.10","14.720","1861.00"
"05/18/2021","115.70","34.600","22.10","14.500","1847.00"
"05/17/2021","115.00","33.350","22.00","14.500","1831.00"
"05/14/2021","115.30","31.650","22.05","14.340","1811.00"
"05/12/2021","115.10","32.950","23.05","14.380","1829.00"
"05/11/2021","115.40","33.900","23.70","14.340","1860.00"
"05/10/2021","115.00","33.900","23.35","14.940","1859.00"
"05/07/2021","115.00","34.050","23.30","14.800","1831.00"
"05/06/2021","114.00","35.000","23.25","14.860","1810.00"
"05/05/2021","113.00","36.700","23.25","15.020","1834.00"
"05/04/2021","115.00","37.500","23.00","15.020","1825.00"
"05/03/2021","114.90","37.500","23.10","14.960","1830.00"
"04/30/2021","115.50","37.300","23.00","14.740","1833.00"
"04/29/2021","115.00","37.000","23.15","14.900","1886.00"
"04/28/2021","115.50","37.000","22.65","14.900","1886.00"
"04/27/2021","114.40","36.550","22.20","15.000","1900.00"
"04/26/2021","114.20","36.900","22.75","15.000","1920.00"
"04/23/2021","113.50","37.000","22.75","14.740","1870.00"
"04/22/2021","112.50","37.000","22.30","14.800","1866.00"
"04/21/2021","115.50","37.550","23.45","15.100","1866.00"
"04/20/2021","116.50","37.450","23.60","14.600","1864.00"
"04/19/2021","115.00","36.300","23.50","14.440","1850.00"
"04/16/2021","118.80","36.500","23.55","14.500","1850.00"
"04/15/2021","119.00","36.650","23.50","14.400","1835.00"
"04/14/2021","119.00","37.000","23.70","14.780","1843.00"
"04/13/2021","119.30","37.200","23.60","14.900","1825.00"
"04/12/2021","121.50","37.100","23.95","15.060","1825.00"
"04/08/2021","122.90","37.600","23.70","15.200","1830.00"
"04/07/2021","123.00","37.750","24.15","15.400","1838.00"
"04/06/2021","123.00","37.650","24.00","15.400","1843.00"
"04/05/2021","120.80","38.700","23.65","16.100","1840.00"
"03/31/2021","121.00","39.300","23.50","16.080","1880.00"
"03/30/2021","121.00","40.400","23.70","15.900","1901.00"
"03/29/2021","123.00","40.000","23.70","15.380","1910.00"
"03/26/2021","121.00","40.200","24.20","14.360","1900.00"
"03/25/2021","121.00","41.000","23.65","14.300","1900.00"
"03/24/2021","119.80","40.450","23.60","14.360","1910.00"
"03/23/2021","119.80","40.000","23.95","14.060","1912.00"
"03/22/2021","118.20","38.700","23.95","14.180","1930.00"
"03/19/2021","123.00","37.000","23.05","13.980","1870.00"
"03/18/2021","125.00","36.200","24.55","14.500","1940.00"
"03/17/2021","120.50","34.400","25.00","14.740","1930.00"
"03/16/2021","119.50","34.500","25.10","14.500","1980.00"
"03/15/2021","119.00","34.200","25.65","13.840","1980.00"
"03/12/2021","125.00","35.500","25.00","14.560","1960.00"
"03/11/2021","123.70","35.000","25.00","14.660","1968.00"
"03/10/2021","125.70","35.500","25.20","14.700","2018.00"
"03/09/2021","125.10","35.900","24.85","14.780","1965.00"
"03/08/2021","125.90","37.200","25.05","15.000","1991.00"
"03/05/2021","128.10","37.600","25.00","15.320","1992.00"
"03/04/2021","129.50","37.800","24.40","15.100","2000.00"
"03/03/2021","129.20","37.900","24.50","15.320","2002.00"
"03/02/2021","133.00","37.500","24.50","15.380","1995.00"
"03/01/2021","130.00","37.500","25.00","15.360","2026.00"
"02/26/2021","131.00","37.000","24.20","15.600","2026.00"
"02/24/2021","128.70","35.500","25.00","15.200","1985.00"
"02/23/2021","129.90","36.050","25.40","15.700","1977.00"
"02/22/2021","129.00","36.800","25.20","15.980","2036.00"
"02/19/2021","129.10","37.800","25.95","16.180","2048.00"
"02/18/2021","129.10","38.000","25.40","15.500","2030.00"
"02/17/2021","128.90","38.500","26.20","15.400","2050.00"
"02/16/2021","128.50","38.800","26.25","15.800","2046.00"
"02/15/2021","128.50","38.800","26.30","15.520","2040.00"
"02/11/2021","126.20","38.800","26.30","15.280","2040.00"
"02/10/2021","127.90","38.950","26.45","15.280","2038.00"
"02/09/2021","130.00","39.200","26.45","15.100","2000.00"
"02/08/2021","133.00","38.700","26.45","14.700","2020.00"
"02/05/2021","128.50","38.600","26.25","14.500","2026.00"
"02/04/2021","129.00","38.600","25.65","14.720","2012.00"
"02/03/2021","132.10","38.300","25.70","15.000","2002.00"
"02/02/2021","133.00","37.750","25.95","14.900","2046.00"
"02/01/2021","128.50","38.400","25.00","15.980","2020.00"
"01/29/2021","129.90","36.000","24.00","16.380","1941.00"
"01/28/2021","125.10","37.750","25.75","16.220","2014.00"
"01/27/2021","128.10","38.150","25.75","16.220","2004.00"
"01/26/2021","133.00","38.350","26.00","16.360","2010.00"
"01/25/2021","133.50","38.500","25.80","16.500","2044.00"
"01/22/2021","133.50","38.450","26.00","16.760","2060.00"
"01/21/2021","135.80","39.000","26.00","16.800","2100.00"
"01/20/2021","136.00","38.050","25.75","17.000","2100.00"
"01/19/2021","135.40","37.950","26.50","16.620","2060.00"
"01/18/2021","136.00","37.750","26.35","16.860","2100.00"
"01/15/2021","137.90","38.300","26.05","16.700","2100.00"
"01/14/2021","138.30","38.400","26.05","17.000","2130.00"
"01/13/2021","133.90","38.050","26.65","16.940","2046.00"
"01/12/2021","130.00","38.550","26.50","17.000","2020.00"
"01/11/2021","134.20","40.150","26.90","16.260","2040.00"
"01/08/2021","134.00","39.950","27.00",,"2020.00"
"01/07/2021","128.40","38.900","26.65",,"2000.00"
"01/06/2021","125.80","38.800","26.40",,"1997.00"
"01/05/2021","130.20","38.400","27.35",,"2020.00"
"01/04/2021","135.00","40.850","27.00",,"2018.00"
